datetime_beginning_utc,datetime_beginning_ept,fuel_type,total_sum_co2,total_sum_so2,total_sum_nox,percent_co2,percent_so2,percent_nox,full_interval
11/1/2024 9:00:00 AM,11/1/2024 5:00:00 AM,Gas,25420654.833250,201.007066,3933.755382,53.465093,1.054683,25.093603,True
11/1/2024 9:00:00 AM,11/1/2024 5:00:00 AM,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 9:00:00 AM,11/1/2024 5:00:00 AM,Multiple Fuels,1477643.013250,64.783656,925.761225,3.107800,0.339919,5.905473,True
11/1/2024 9:00:00 AM,11/1/2024 5:00:00 AM,Nuclear,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 9:00:00 AM,11/1/2024 5:00:00 AM,Oil,377387.515750,616.839583,246.915100,0.793727,3.236553,1.575083,True
11/1/2024 9:00:00 AM,11/1/2024 5:00:00 AM,Other,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 9:00:00 AM,11/1/2024 5:00:00 AM,Other Renewables,846327.702833,1075.551992,1346.835038,1.780009,5.643414,8.591522,True
11/1/2024 9:00:00 AM,11/1/2024 5:00:00 AM,Solar,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 9:00:00 AM,11/1/2024 5:00:00 AM,Storage,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 9:00:00 AM,11/1/2024 5:00:00 AM,Wind,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 8:00:00 AM,11/1/2024 4:00:00 AM,Coal,19063507.790250,16628.760124,8951.321423,41.463090,89.796336,59.996793,True
11/1/2024 8:00:00 AM,11/1/2024 4:00:00 AM,Gas,24311860.516667,190.572745,3555.617041,52.878247,1.029105,23.831746,True
11/1/2024 8:00:00 AM,11/1/2024 4:00:00 AM,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 8:00:00 AM,11/1/2024 4:00:00 AM,Multiple Fuels,1402437.556250,46.997313,876.251731,3.050299,0.253788,5.873132,True
11/1/2024 8:00:00 AM,11/1/2024 4:00:00 AM,Nuclear,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 8:00:00 AM,11/1/2024 4:00:00 AM,Oil,378955.362167,622.199083,240.124463,0.824227,3.359914,1.609449,True
11/1/2024 8:00:00 AM,11/1/2024 4:00:00 AM,Other,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 8:00:00 AM,11/1/2024 4:00:00 AM,Other Renewables,820293.597000,1029.776617,1296.351928,1.784137,5.560858,8.688880,True
11/1/2024 8:00:00 AM,11/1/2024 4:00:00 AM,Solar,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 8:00:00 AM,11/1/2024 4:00:00 AM,Storage,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 8:00:00 AM,11/1/2024 4:00:00 AM,Wind,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 7:00:00 AM,11/1/2024 3:00:00 AM,Coal,19414207.700750,17154.306212,9198.802393,42.056244,90.099335,61.326641,True
11/1/2024 7:00:00 AM,11/1/2024 3:00:00 AM,Gas,24103286.108167,194.523973,3378.991873,52.214013,1.021696,22.527087,True
11/1/2024 7:00:00 AM,11/1/2024 3:00:00 AM,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 7:00:00 AM,11/1/2024 3:00:00 AM,Multiple Fuels,1454342.633833,52.026472,901.777882,3.150486,0.273258,6.011979,True
11/1/2024 7:00:00 AM,11/1/2024 3:00:00 AM,Nuclear,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 7:00:00 AM,11/1/2024 3:00:00 AM,Oil,375807.005667,617.909542,235.671048,0.814096,3.245438,1.571173,True
11/1/2024 7:00:00 AM,11/1/2024 3:00:00 AM,Other,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 7:00:00 AM,11/1/2024 3:00:00 AM,Other Renewables,814842.333917,1020.559958,1284.440798,1.765161,5.360274,8.563119,True
11/1/2024 7:00:00 AM,11/1/2024 3:00:00 AM,Solar,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 7:00:00 AM,11/1/2024 3:00:00 AM,Storage,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 7:00:00 AM,11/1/2024 3:00:00 AM,Wind,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 6:00:00 AM,11/1/2024 2:00:00 AM,Coal,20276671.430250,18359.812417,9861.600998,43.049569,90.513935,62.007502,True
11/1/2024 6:00:00 AM,11/1/2024 2:00:00 AM,Gas,24021840.310500,203.726592,3503.643527,51.000968,1.004373,22.030113,True
11/1/2024 6:00:00 AM,11/1/2024 2:00:00 AM,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 6:00:00 AM,11/1/2024 2:00:00 AM,Multiple Fuels,1598770.242083,61.691747,1002.020913,3.394362,0.304141,6.300479,True
11/1/2024 6:00:00 AM,11/1/2024 2:00:00 AM,Nuclear,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 6:00:00 AM,11/1/2024 2:00:00 AM,Oil,379773.885750,625.547458,235.041215,0.806301,3.083951,1.477886,True
11/1/2024 6:00:00 AM,11/1/2024 2:00:00 AM,Other,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 6:00:00 AM,11/1/2024 2:00:00 AM,Other Renewables,823698.253333,1033.184067,1301.576930,1.748801,5.093601,8.184019,True
11/1/2024 6:00:00 AM,11/1/2024 2:00:00 AM,Solar,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 6:00:00 AM,11/1/2024 2:00:00 AM,Storage,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 6:00:00 AM,11/1/2024 2:00:00 AM,Wind,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 5:00:00 AM,11/1/2024 1:00:00 AM,Coal,21326884.053083,19587.352296,10555.593608,43.630850,90.984063,62.535659,True
11/1/2024 5:00:00 AM,11/1/2024 1:00:00 AM,Gas,24569454.981500,213.707528,3669.083869,50.264549,0.992680,21.737155,True
11/1/2024 5:00:00 AM,11/1/2024 1:00:00 AM,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 5:00:00 AM,11/1/2024 1:00:00 AM,Multiple Fuels,1785997.762583,76.378273,1116.904257,3.653820,0.354780,6.616998,True
11/1/2024 5:00:00 AM,11/1/2024 1:00:00 AM,Nuclear,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 5:00:00 AM,11/1/2024 1:00:00 AM,Oil,371233.727833,611.420458,229.923452,0.759475,2.840073,1.362161,True
11/1/2024 5:00:00 AM,11/1/2024 1:00:00 AM,Other,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 5:00:00 AM,11/1/2024 1:00:00 AM,Other Renewables,826714.806250,1039.474708,1307.814193,1.691305,4.828403,7.748027,True
11/1/2024 5:00:00 AM,11/1/2024 1:00:00 AM,Solar,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 5:00:00 AM,11/1/2024 1:00:00 AM,Storage,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 5:00:00 AM,11/1/2024 1:00:00 AM,Wind,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 4:00:00 AM,11/1/2024 12:00:00 AM,Coal,21975001.447500,20164.178108,11302.050815,43.161613,91.283476,64.278753,True
11/1/2024 4:00:00 AM,11/1/2024 12:00:00 AM,Gas,25979049.150083,216.377601,3665.284159,51.026057,0.979544,20.845765,True
11/1/2024 4:00:00 AM,11/1/2024 12:00:00 AM,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 4:00:00 AM,11/1/2024 12:00:00 AM,Multiple Fuels,1772077.717917,75.874543,1092.896055,3.480579,0.343485,6.215686,True
11/1/2024 4:00:00 AM,11/1/2024 12:00:00 AM,Nuclear,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 4:00:00 AM,11/1/2024 12:00:00 AM,Oil,371380.254000,610.577000,233.045880,0.729437,2.764089,1.325414,True
11/1/2024 4:00:00 AM,11/1/2024 12:00:00 AM,Other,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 4:00:00 AM,11/1/2024 12:00:00 AM,Other Renewables,815790.807000,1022.618450,1289.595010,1.602314,4.629406,7.334382,True
11/1/2024 4:00:00 AM,11/1/2024 12:00:00 AM,Solar,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 4:00:00 AM,11/1/2024 12:00:00 AM,Storage,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
11/1/2024 4:00:00 AM,11/1/2024 12:00:00 AM,Wind,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,True
