datetime_utc,total_sum_co2,total_hourly_emission_co2_kg
2024-10-06 23:00:00,69391288.812999,6939.128881299899
2024-10-07 00:00:00,66936759.870417,6693.6759870417
2024-10-07 01:00:00,62107756.977334,6210.7756977334
2024-10-07 02:00:00,57825511.822751,5782.5511822751005
2024-10-07 03:00:00,53849826.679001,5384.982667900101
2024-10-07 04:00:00,48409809.700083,4840.980970008301
2024-10-07 05:00:00,45246359.082834005,4524.635908283401
2024-10-07 06:00:00,43673516.756666996,4367.3516756666995
2024-10-07 07:00:00,42783110.785333,4278.3110785333
2024-10-07 08:00:00,42963520.896834,4296.3520896834
2024-10-07 09:00:00,45628862.308001,4562.8862308001
2024-10-07 10:00:00,51208900.090167,5120.8900090167
2024-10-07 11:00:00,56778990.959583,5677.8990959583
2024-10-07 12:00:00,59471538.147166,5947.1538147166
2024-10-07 13:00:00,59001677.432084,5900.1677432084
2024-10-07 14:00:00,59751953.896833,5975.1953896833
2024-10-07 15:00:00,60554675.758084,6055.4675758083995
2024-10-07 16:00:00,61921717.093167,6192.1717093167
2024-10-07 17:00:00,62789084.340666,6278.9084340666
2024-10-07 18:00:00,63164435.57575001,6316.443557575001
2024-10-07 19:00:00,63643804.854251,6364.380485425099
2024-10-07 20:00:00,64885837.353501,6488.5837353501
2024-10-07 21:00:00,67745228.193667,6774.5228193667
2024-10-07 22:00:00,71675815.25950101,7167.581525950101
2024-10-07 23:00:00,73617522.709666,7361.7522709666
2024-10-08 00:00:00,71485250.26575,7148.525026575001
2024-10-08 01:00:00,67342377.545333,6734.2377545333
2024-10-08 02:00:00,62340008.732167006,6234.000873216701
2024-10-08 03:00:00,56742707.951,5674.270795099999
2024-10-08 04:00:00,50512219.782750994,5051.221978275099
2024-10-08 05:00:00,46678911.646917,4667.8911646917
2024-10-08 06:00:00,45737806.443666,4573.7806443666
2024-10-08 07:00:00,44705888.928084,4470.5888928084005
2024-10-08 08:00:00,44432347.6385,4443.23476385
2024-10-08 09:00:00,46457013.89058299,4645.701389058299
2024-10-08 10:00:00,53641521.207416,5364.1521207416
2024-10-08 11:00:00,59413378.699833,5941.3378699833
2024-10-08 12:00:00,58319855.0515,5831.98550515
2024-10-08 13:00:00,54058845.813417,5405.8845813417
2024-10-08 14:00:00,53262940.8785,5326.29408785
2024-10-08 15:00:00,53214852.965917,5321.4852965917
2024-10-08 16:00:00,53697041.724583,5369.7041724583
2024-10-08 17:00:00,54725547.802249,5472.5547802249
2024-10-08 18:00:00,55988141.3235,5598.81413235
2024-10-08 19:00:00,56187379.575666,5618.7379575666
2024-10-08 20:00:00,57772144.202166,5777.2144202166
2024-10-08 21:00:00,60091850.66025,6009.185066025
2024-10-09 02:00:00,59736732.077001005,5973.673207700101
2024-10-09 03:00:00,54457376.981666,5445.7376981666
2024-10-09 04:00:00,49859840.368916996,4985.984036891699
2024-10-09 05:00:00,46778545.5875,4677.85455875
2024-10-09 06:00:00,45666705.306416,4566.6705306416
2024-10-09 07:00:00,44974005.861166,4497.4005861166
2024-10-09 08:00:00,44936755.79575,4493.675579575
2024-10-09 09:00:00,46773250.840834,4677.3250840834
2024-10-09 10:00:00,51109470.105917,5110.9470105917
2024-10-09 11:00:00,57114969.550417,5711.4969550417
2024-10-09 12:00:00,57699012.664083004,5769.9012664083
2024-10-09 13:00:00,53845497.273668,5384.5497273668
2024-10-09 14:00:00,53211305.59,5321.130559
2024-10-09 15:00:00,53414237.116417,5341.4237116417
2024-10-09 16:00:00,53789884.906333,5378.9884906333
2024-10-09 17:00:00,56480937.458499,5648.0937458499
2024-10-09 18:00:00,56339597.230749995,5633.959723075
2024-10-09 19:00:00,57911097.572168,5791.1097572168
2024-10-09 20:00:00,59334642.943500005,5933.46429435
2024-10-09 21:00:00,62947376.1305,6294.737613050001
2024-10-09 22:00:00,67361858.531416,6736.1858531416
2024-10-09 23:00:00,69002584.358083,6900.2584358082995
2024-10-10 00:00:00,66643786.126833,6664.3786126833
2024-10-10 01:00:00,63477737.498332,6347.7737498332
2024-10-10 02:00:00,58743657.543583,5874.3657543582995
2024-10-10 03:00:00,52546907.455584005,5254.6907455584005
2024-10-10 04:00:00,47961789.294084996,4796.178929408499
2024-10-10 05:00:00,45915163.889166996,4591.5163889167
2024-10-10 06:00:00,44740092.251083,4474.009225108301
2024-10-10 07:00:00,44863557.192667,4486.3557192667
2024-10-10 08:00:00,44944494.367501,4494.4494367501
2024-10-10 09:00:00,46653565.340583,4665.3565340583
2024-10-10 10:00:00,52013978.531999,5201.3978531999
2024-10-10 11:00:00,56916315.5315,5691.6315531499995
2024-10-10 12:00:00,59159048.52725,5915.904852725
2024-10-10 13:00:00,56137397.991000004,5613.739799100001
2024-10-10 14:00:00,54700419.691417,5470.0419691417
2024-10-10 15:00:00,53690224.259167,5369.0224259167
2024-10-10 16:00:00,54270468.288166,5427.0468288166
2024-10-10 17:00:00,54820155.119833,5482.0155119833
2024-10-10 18:00:00,54216154.33275,5421.615433275
2024-10-10 20:00:00,56565935.135583,5656.5935135582995
2024-10-10 21:00:00,59178930.524166,5917.8930524166
2024-10-10 22:00:00,64658254.452334,6465.8254452334
2024-10-10 23:00:00,67784242.541417,6778.424254141701
2024-10-11 00:00:00,67372177.07675001,6737.217707675001
2024-10-11 01:00:00,64126107.649749994,6412.610764974999
2024-10-11 02:00:00,58721409.202916,5872.140920291599
2024-10-11 03:00:00,54118996.549582,5411.8996549582
2024-10-11 04:00:00,51905345.679583,5190.5345679583
2024-10-11 05:00:00,49513117.766499,4951.3117766499
2024-10-11 06:00:00,48694124.131666005,4869.4124131666
2024-10-11 07:00:00,47375213.186083004,4737.5213186083
2024-10-11 08:00:00,46965577.612167,4696.5577612167
2024-10-11 09:00:00,49036077.780834004,4903.6077780834
2024-10-11 10:00:00,52541732.47275,5254.173247275
2024-10-11 11:00:00,57665700.93775,5766.570093775
2024-10-11 12:00:00,58969553.714167,5896.9553714167
2024-10-11 13:00:00,54742795.575667,5474.2795575667005
2024-10-11 14:00:00,53282000.85225,5328.200085225
2024-10-11 15:00:00,54178054.075583,5417.8054075583
